agency,country,year,mission_type,status,cost_million,duration_days,crew_size,decade,is_success
ESA,Europe,1998,Satellite,Success,345.2,68,0,1990s,1
ESA,Europe,1999,Lander,Success,16.2,329,0,1990s,1
ESA,Europe,2000,Satellite,Success,462.4,67,0,2000s,1
ESA,Europe,2000,Crewed,Success,601.8,85,6,2000s,1
ESA,Europe,2000,Lander,Success,170.2,88,0,2000s,1
ESA,Europe,2001,Lander,Success,274.4,608,0,2000s,1
ESA,Europe,2002,Telescope,Success,12.3,80,6,2000s,1
ESA,Europe,2002,Crewed,Success,153.0,42,0,2000s,1
ESA,Europe,2002,Satellite,Success,364.8,96,2,2000s,1
ESA,Europe,2003,Telescope,Success,234.0,62,0,2000s,1
ESA,Europe,2003,Lander,Success,94.8,186,0,2000s,1
ESA,Europe,2003,Satellite,Success,552.3,60,0,2000s,1
ESA,Europe,2003,Satellite,Success,181.3,56,2,2000s,1
ESA,Europe,2004,Satellite,Success,5.0,23,0,2000s,1
ESA,Europe,2005,Flyby,Success,183.0,203,0,2000s,1
ESA,Europe,2005,Lander,Success,184.2,671,0,2000s,1
ESA,Europe,2005,Lander,Success,411.5,23,0,2000s,1
ESA,Europe,2005,Satellite,Success,370.9,131,0,2000s,1
ESA,Europe,2006,Telescope,Success,914.3,337,0,2000s,1
ESA,Europe,2007,Satellite,Success,70.8,119,0,2000s,1
ESA,Europe,2007,Satellite,Success,791.3,514,0,2000s,1
ESA,Europe,2007,Probe,Partial Success,822.6,14,0,2000s,0
ESA,Europe,2007,Satellite,Success,37.9,175,0,2000s,1
ESA,Europe,2007,Satellite,Success,416.7,181,0,2000s,1
ESA,Europe,2008,Space Station,Success,307.5,11,0,2000s,1
ESA,Europe,2008,Telescope,Success,148.4,25,6,2000s,1
ESA,Europe,2008,Satellite,Success,173.6,204,0,2000s,1
ESA,Europe,2008,Rover,Success,153.9,142,0,2000s,1
ESA,Europe,2009,Crewed,Success,58.7,9,2,2000s,1
ESA,Europe,2010,Flyby,Failure,311.0,714,0,2010s,0
ESA,Europe,2010,Crewed,Success,225.1,13,0,2010s,1
ESA,Europe,2010,Satellite,Failure,393.3,429,4,2010s,0
ESA,Europe,2010,Probe,Failure,946.4,254,0,2010s,0
ESA,Europe,2010,Lander,Success,71.0,184,0,2010s,1
ESA,Europe,2011,Satellite,Success,110.4,469,0,2010s,1
ESA,Europe,2011,Satellite,Success,97.0,339,0,2010s,1
ESA,Europe,2011,Crewed,Success,7.4,118,0,2010s,1
ESA,Europe,2012,Flyby,Success,1249.7,8,0,2010s,1
ESA,Europe,2013,Satellite,Success,207.6,79,0,2010s,1
ESA,Europe,2013,Satellite,Success,626.0,19,0,2010s,1
ESA,Europe,2013,Satellite,Success,9.2,34,2,2010s,1
ESA,Europe,2013,Flyby,Success,217.8,103,0,2010s,1
ESA,Europe,2013,Lander,Success,83.0,78,2,2010s,1
ESA,Europe,2013,Space Station,Success,135.9,272,0,2010s,1
ESA,Europe,2014,Rover,Success,58.0,13,0,2010s,1
ESA,Europe,2014,Probe,Success,131.7,299,2,2010s,1
ESA,Europe,2014,Lander,Success,368.6,191,0,2010s,1
ESA,Europe,2015,Lander,Success,5.0,96,0,2010s,1
ESA,Europe,2015,Flyby,Success,64.1,65,0,2010s,1
ESA,Europe,2015,Satellite,Success,326.7,613,0,2010s,1
ESA,Europe,2015,Lander,Success,471.7,98,0,2010s,1
ESA,Europe,2016,Space Station,Success,410.9,754,0,2010s,1
ESA,Europe,2016,Probe,Success,270.4,14,0,2010s,1
ESA,Europe,2016,Satellite,Success,379.3,157,6,2010s,1
ESA,Europe,2017,Telescope,Success,87.9,225,0,2010s,1
ESA,Europe,2018,Flyby,Success,439.3,215,0,2010s,1
ESA,Europe,2018,Flyby,Success,296.5,235,2,2010s,1
ESA,Europe,2019,Satellite,Success,960.2,349,0,2010s,1
ESA,Europe,2019,Probe,Success,734.8,123,0,2010s,1
ESA,Europe,2020,Rover,Success,5.0,218,6,2020s,1
ESA,Europe,2020,Satellite,Success,305.1,305,0,2020s,1
ESA,Europe,2020,Satellite,Failure,175.7,228,2,2020s,0
ESA,Europe,2021,Space Station,Success,42.8,66,0,2020s,1
ESA,Europe,2021,Telescope,Success,398.2,51,0,2020s,1
ESA,Europe,2021,Rover,Success,591.3,2,0,2020s,1
ESA,Europe,2022,Satellite,Success,108.8,174,0,2020s,1
ESA,Europe,2023,Satellite,Success,141.7,208,0,2020s,1
ESA,Europe,2023,Crewed,Success,722.6,184,0,2020s,1
ISRO,India,1969,Lander,Success,16.0,58,0,1960s,1
ISRO,India,1970,Satellite,Success,529.4,21,0,1970s,1
ISRO,India,1970,Lander,Failure,82.4,76,0,1970s,0
ISRO,India,1971,Satellite,Success,50.8,192,6,1970s,1
ISRO,India,1972,Flyby,Success,52.9,17,0,1970s,1
ISRO,India,1973,Flyby,Success,43.3,202,0,1970s,1
ISRO,India,1973,Satellite,Failure,47.4,163,2,1970s,0
ISRO,India,1974,Flyby,Success,200.1,386,0,1970s,1
ISRO,India,1975,Probe,Success,43.8,107,6,1970s,1
ISRO,India,1975,Rover,Success,31.3,200,6,1970s,1
ISRO,India,1975,Satellite,Success,85.3,17,0,1970s,1
ISRO,India,1976,Lander,Success,5.0,160,0,1970s,1
ISRO,India,1976,Satellite,Failure,187.8,17,0,1970s,0
ISRO,India,1977,Satellite,Success,47.4,51,0,1970s,1
ISRO,India,1977,Lander,Success,140.0,201,0,1970s,1
ISRO,India,1978,Lander,Failure,200.9,132,0,1970s,0
ISRO,India,1978,Flyby,Success,131.7,139,0,1970s,1
ISRO,India,1978,Space Station,Success,164.7,278,0,1970s,1
ISRO,India,1978,Satellite,Failure,183.4,100,0,1970s,0
ISRO,India,1978,Flyby,Failure,9.9,313,0,1970s,0
ISRO,India,1978,Satellite,Success,53.7,125,0,1970s,1
ISRO,India,1979,Crewed,Failure,159.7,54,0,1970s,0
ISRO,India,1979,Satellite,Success,30.8,196,2,1970s,1
ISRO,India,1980,Satellite,Success,43.1,130,0,1980s,1
ISRO,India,1980,Crewed,Success,264.5,280,0,1980s,1
ISRO,India,1981,Flyby,Success,313.5,19,0,1980s,1
ISRO,India,1981,Probe,Success,32.3,352,0,1980s,1
ISRO,India,1981,Rover,Failure,207.0,104,0,1980s,0
ISRO,India,1982,Satellite,Success,177.6,46,0,1980s,1
ISRO,India,1983,Lander,Success,197.7,130,0,1980s,1
ISRO,India,1984,Satellite,Success,332.3,49,0,1980s,1
ISRO,India,1985,Probe,Success,140.4,50,0,1980s,1
ISRO,India,1986,Flyby,Success,143.7,146,0,1980s,1
ISRO,India,1987,Satellite,Success,104.0,95,2,1980s,1
ISRO,India,1987,Probe,Success,18.4,167,0,1980s,1
ISRO,India,1988,Satellite,Success,74.6,406,0,1980s,1
ISRO,India,1989,Rover,Success,10.7,115,0,1980s,1
ISRO,India,1990,Lander,Success,115.1,325,2,1990s,1
ISRO,India,1990,Probe,Failure,60.9,282,0,1990s,0
ISRO,India,1991,Space Station,Failure,94.2,14,0,1990s,0
ISRO,India,1992,Space Station,Success,74.0,140,6,1990s,1
ISRO,India,1992,Telescope,Success,11.5,84,2,1990s,1
ISRO,India,1993,Crewed,Success,69.9,12,0,1990s,1
ISRO,India,1993,Lander,Success,160.4,222,0,1990s,1
ISRO,India,1993,Telescope,Success,99.2,0,2,1990s,1
ISRO,India,1994,Probe,Failure,228.5,250,2,1990s,0
ISRO,India,1994,Satellite,Success,166.8,174,0,1990s,1
ISRO,India,1995,Space Station,Success,207.9,429,0,1990s,1
ISRO,India,1996,Satellite,Success,96.3,226,0,1990s,1
ISRO,India,1996,Satellite,Success,41.5,43,0,1990s,1
ISRO,India,1996,Probe,Failure,31.2,14,0,1990s,0
ISRO,India,1997,Satellite,Failure,176.8,55,4,1990s,0
ISRO,India,1997,Satellite,Success,47.1,38,0,1990s,1
ISRO,India,1998,Satellite,Success,162.7,303,0,1990s,1
ISRO,India,1999,Lander,Success,68.9,101,0,1990s,1
ISRO,India,2000,Satellite,Success,122.2,7,0,2000s,1
ISRO,India,2001,Flyby,Success,261.8,335,0,2000s,1
ISRO,India,2001,Satellite,Success,15.0,1225,0,2000s,1
ISRO,India,2001,Rover,Success,292.8,1087,0,2000s,1
ISRO,India,2002,Satellite,Success,5.0,80,0,2000s,1
ISRO,India,2003,Satellite,Success,5.0,260,0,2000s,1
ISRO,India,2004,Telescope,Success,124.3,176,2,2000s,1
ISRO,India,2005,Probe,Success,395.0,476,0,2000s,1
ISRO,India,2005,Satellite,Success,815.0,714,0,2000s,1
ISRO,India,2005,Lander,Success,134.9,9,0,2000s,1
ISRO,India,2005,Telescope,Success,70.1,511,0,2000s,1
ISRO,India,2005,Lander,Success,179.2,188,0,2000s,1
ISRO,India,2005,Telescope,Success,137.2,35,0,2000s,1
ISRO,India,2006,Lander,Success,141.1,216,2,2000s,1
ISRO,India,2006,Flyby,Success,115.2,120,0,2000s,1
ISRO,India,2006,Probe,Success,48.7,457,0,2000s,1
ISRO,India,2007,Crewed,Success,13.3,168,2,2000s,1
ISRO,India,2007,Telescope,Success,35.6,357,2,2000s,1
ISRO,India,2008,Flyby,Success,5.0,409,0,2000s,1
ISRO,India,2008,Probe,Failure,282.0,11,0,2000s,0
ISRO,India,2009,Satellite,Success,73.1,13,0,2000s,1
ISRO,India,2009,Probe,Success,46.9,19,0,2000s,1
ISRO,India,2009,Flyby,Success,213.6,618,0,2000s,1
ISRO,India,2010,Satellite,Success,44.5,79,0,2010s,1
ISRO,India,2010,Satellite,Success,248.3,28,0,2010s,1
ISRO,India,2010,Satellite,Success,13.0,119,0,2010s,1
ISRO,India,2011,Satellite,Success,146.7,57,0,2010s,1
ISRO,India,2011,Probe,Success,54.9,311,0,2010s,1
ISRO,India,2011,Probe,Success,193.7,153,0,2010s,1
ISRO,India,2012,Probe,Success,203.0,122,0,2010s,1
ISRO,India,2012,Crewed,Success,294.7,94,0,2010s,1
ISRO,India,2012,Lander,Success,20.2,39,6,2010s,1
ISRO,India,2012,Probe,Success,129.9,121,0,2010s,1
ISRO,India,2012,Probe,Success,69.8,195,0,2010s,1
ISRO,India,2012,Satellite,Success,49.0,44,0,2010s,1
ISRO,India,2012,Satellite,Success,392.8,630,0,2010s,1
ISRO,India,2013,Satellite,Success,122.1,335,0,2010s,1
ISRO,India,2013,Telescope,Success,37.4,44,2,2010s,1
ISRO,India,2014,Rover,Success,148.1,249,0,2010s,1
ISRO,India,2014,Crewed,Success,14.8,119,4,2010s,1
ISRO,India,2015,Satellite,Success,40.8,430,0,2010s,1
ISRO,India,2016,Probe,Success,1158.5,264,0,2010s,1
ISRO,India,2016,Satellite,Success,5.0,41,0,2010s,1
ISRO,India,2016,Telescope,Success,362.2,128,0,2010s,1
ISRO,India,2017,Crewed,Success,274.1,31,0,2010s,1
ISRO,India,2018,Satellite,Success,140.6,59,0,2010s,1
ISRO,India,2018,Rover,Success,74.7,250,0,2010s,1
ISRO,India,2019,Satellite,Success,263.0,133,0,2010s,1
ISRO,India,2019,Satellite,Success,5.0,586,0,2010s,1
ISRO,India,2019,Satellite,Success,141.8,204,0,2010s,1
ISRO,India,2019,Flyby,Success,324.2,241,0,2010s,1
ISRO,India,2019,Flyby,Success,5.0,226,0,2010s,1
ISRO,India,2020,Satellite,Success,63.1,323,4,2020s,1
ISRO,India,2020,Crewed,Success,396.0,11,0,2020s,1
ISRO,India,2020,Probe,Success,24.5,619,0,2020s,1
ISRO,India,2020,Satellite,Success,95.5,195,0,2020s,1
ISRO,India,2021,Satellite,Success,163.4,95,0,2020s,1
ISRO,India,2021,Space Station,Success,359.8,67,0,2020s,1
ISRO,India,2021,Satellite,Success,30.6,75,0,2020s,1
ISRO,India,2021,Satellite,Success,199.2,136,0,2020s,1
ISRO,India,2021,Satellite,Success,136.0,102,0,2020s,1
ISRO,India,2022,Telescope,Success,402.3,309,0,2020s,1
ISRO,India,2022,Space Station,Success,76.5,71,0,2020s,1
ISRO,India,2022,Rover,Success,16.5,154,0,2020s,1
ISRO,India,2023,Probe,Success,201.4,5,0,2020s,1
ISRO,India,2023,Satellite,Success,28.4,151,0,2020s,1
CNSA,China,1970,Crewed,Partial Success,64.0,9,0,1970s,0
CNSA,China,1970,Probe,Failure,38.5,171,0,1970s,0
CNSA,China,1970,Crewed,Success,260.2,309,0,1970s,1
CNSA,China,1971,Satellite,Failure,35.2,15,0,1970s,0
CNSA,China,1972,Rover,Success,260.3,87,0,1970s,1
CNSA,China,1972,Flyby,Success,18.9,488,0,1970s,1
CNSA,China,1973,Crewed,Success,26.4,192,6,1970s,1
CNSA,China,1974,Satellite,Success,142.3,501,0,1970s,1
CNSA,China,1974,Crewed,Success,120.0,92,2,1970s,1
CNSA,China,1975,Satellite,Success,65.8,95,0,1970s,1
CNSA,China,1975,Satellite,Failure,75.4,36,0,1970s,0
CNSA,China,1976,Satellite,Success,317.2,146,0,1970s,1
CNSA,China,1977,Flyby,Partial Success,372.3,181,0,1970s,0
CNSA,China,1977,Lander,Success,113.7,203,0,1970s,1
CNSA,China,1977,Rover,Failure,23.8,322,0,1970s,0
CNSA,China,1978,Satellite,Partial Success,278.9,119,0,1970s,0
CNSA,China,1978,Probe,Success,59.0,7,0,1970s,1
CNSA,China,1979,Flyby,Partial Success,75.4,234,0,1970s,0
CNSA,China,1980,Satellite,Failure,695.8,4,0,1980s,0
CNSA,China,1980,Lander,Success,19.2,502,0,1980s,1
CNSA,China,1980,Satellite,Success,55.1,142,0,1980s,1
CNSA,China,1981,Crewed,Success,212.4,410,0,1980s,1
CNSA,China,1982,Telescope,Success,138.4,32,0,1980s,1
CNSA,China,1983,Flyby,Failure,21.8,47,2,1980s,0
CNSA,China,1984,Probe,Success,74.9,5,0,1980s,1
CNSA,China,1984,Rover,Success,54.9,7,0,1980s,1
CNSA,China,1985,Lander,Success,47.5,422,0,1980s,1
CNSA,China,1985,Satellite,Success,83.3,321,2,1980s,1
CNSA,China,1986,Flyby,Failure,15.0,107,0,1980s,0
CNSA,China,1987,Lander,Success,7.9,122,0,1980s,1
CNSA,China,1988,Satellite,Success,127.3,294,0,1980s,1
CNSA,China,1989,Satellite,Success,67.2,94,0,1980s,1
CNSA,China,1990,Crewed,Success,179.2,38,0,1990s,1
CNSA,China,1991,Satellite,Success,79.5,49,0,1990s,1
CNSA,China,1991,Telescope,Failure,260.9,91,0,1990s,0
CNSA,China,1992,Satellite,Success,735.6,30,7,1990s,1
CNSA,China,1992,Rover,Partial Success,161.6,155,2,1990s,0
CNSA,China,1993,Crewed,Success,83.7,72,0,1990s,1
CNSA,China,1994,Lander,Partial Success,260.0,146,0,1990s,0
CNSA,China,1995,Satellite,Failure,331.0,868,0,1990s,0
CNSA,China,1996,Satellite,Failure,301.0,19,0,1990s,0
CNSA,China,1997,Probe,Success,138.6,206,0,1990s,1
CNSA,China,1997,Satellite,Success,219.5,46,0,1990s,1
CNSA,China,1997,Telescope,Success,206.2,44,0,1990s,1
CNSA,China,1998,Rover,Success,6.9,238,0,1990s,1
CNSA,China,1999,Satellite,Success,12.8,53,0,1990s,1
CNSA,China,1999,Crewed,Success,119.2,34,0,1990s,1
CNSA,China,2000,Probe,Success,124.5,124,0,2000s,1
CNSA,China,2000,Telescope,Success,62.5,448,0,2000s,1
CNSA,China,2001,Satellite,Success,111.8,215,4,2000s,1
CNSA,China,2002,Satellite,Success,36.9,195,0,2000s,1
CNSA,China,2002,Satellite,Success,195.7,70,0,2000s,1
CNSA,China,2002,Satellite,Success,21.7,17,2,2000s,1
CNSA,China,2002,Telescope,Success,16.4,92,0,2000s,1
CNSA,China,2003,Lander,Success,66.1,52,0,2000s,1
CNSA,China,2004,Probe,Success,71.7,168,0,2000s,1
CNSA,China,2004,Satellite,Success,56.7,18,0,2000s,1
CNSA,China,2004,Crewed,Partial Success,113.9,372,7,2000s,0
CNSA,China,2004,Rover,Success,59.4,65,0,2000s,1
CNSA,China,2005,Telescope,Success,20.6,155,0,2000s,1
CNSA,China,2005,Lander,Success,309.4,124,0,2000s,1
CNSA,China,2006,Satellite,Success,87.8,172,2,2000s,1
CNSA,China,2007,Flyby,Success,17.2,117,0,2000s,1
CNSA,China,2008,Satellite,Success,132.1,141,0,2000s,1
CNSA,China,2009,Lander,Success,43.6,66,0,2000s,1
CNSA,China,2009,Rover,Success,131.2,235,0,2000s,1
CNSA,China,2010,Crewed,Success,363.4,3,0,2010s,1
CNSA,China,2010,Lander,Success,181.7,72,0,2010s,1
CNSA,China,2010,Lander,Success,90.8,95,4,2010s,1
CNSA,China,2011,Flyby,Success,71.2,11,0,2010s,1
CNSA,China,2012,Crewed,Success,18.3,386,0,2010s,1
CNSA,China,2012,Telescope,Success,87.5,188,0,2010s,1
CNSA,China,2012,Flyby,Success,156.9,556,0,2010s,1
CNSA,China,2012,Telescope,Success,130.7,92,0,2010s,1
CNSA,China,2013,Lander,Success,35.1,10,0,2010s,1
CNSA,China,2014,Probe,Success,357.9,90,0,2010s,1
CNSA,China,2014,Satellite,Success,85.0,162,0,2010s,1
CNSA,China,2014,Lander,Success,132.5,317,0,2010s,1
CNSA,China,2014,Telescope,Success,264.6,275,0,2010s,1
CNSA,China,2014,Satellite,Success,312.1,636,0,2010s,1
CNSA,China,2015,Probe,Success,130.4,494,0,2010s,1
CNSA,China,2016,Satellite,Failure,252.6,59,0,2010s,0
CNSA,China,2016,Telescope,Success,71.9,10,0,2010s,1
CNSA,China,2016,Crewed,Success,36.6,105,0,2010s,1
CNSA,China,2017,Probe,Success,80.2,570,0,2010s,1
CNSA,China,2017,Satellite,Success,147.4,152,0,2010s,1
CNSA,China,2017,Telescope,Success,216.4,133,0,2010s,1
CNSA,China,2017,Satellite,Success,87.5,32,0,2010s,1
CNSA,China,2017,Crewed,Success,7.9,91,0,2010s,1
CNSA,China,2017,Crewed,Success,274.1,28,0,2010s,1
CNSA,China,2017,Satellite,Success,128.0,150,2,2010s,1
CNSA,China,2018,Satellite,Success,30.7,140,0,2010s,1
CNSA,China,2018,Flyby,Success,276.9,63,0,2010s,1
CNSA,China,2019,Probe,Success,42.3,79,7,2010s,1
CNSA,China,2020,Satellite,Success,5.0,199,0,2020s,1
CNSA,China,2020,Probe,Success,80.5,4,0,2020s,1
CNSA,China,2020,Satellite,Success,471.0,164,0,2020s,1
CNSA,China,2021,Satellite,Success,239.6,203,0,2020s,1
CNSA,China,2021,Flyby,Success,11.3,59,0,2020s,1
CNSA,China,2022,Crewed,Success,574.0,35,0,2020s,1
CNSA,China,2022,Lander,Success,81.7,155,2,2020s,1
CNSA,China,2022,Space Station,Success,9.2,212,0,2020s,1
CNSA,China,2022,Probe,Success,77.3,131,7,2020s,1
CNSA,China,2022,Telescope,Success,75.6,25,0,2020s,1
CNSA,China,2023,Crewed,Success,66.4,162,0,2020s,1
CNSA,China,2023,Probe,Success,120.9,152,0,2020s,1
CNSA,China,2023,Satellite,Success,65.7,272,0,2020s,1
CNSA,China,2023,Lander,Success,125.7,286,0,2020s,1
CNSA,China,2023,Probe,Success,21.4,54,0,2020s,1
CNSA,China,2023,Probe,Success,51.0,1,0,2020s,1
SpaceX,USA,2006,Probe,Success,425.7,34,0,2000s,1
SpaceX,USA,2007,Probe,Success,78.5,132,2,2000s,1
SpaceX,USA,2008,Space Station,Success,129.1,398,0,2000s,1
SpaceX,USA,2009,Satellite,Success,33.2,51,0,2000s,1
SpaceX,USA,2009,Probe,Success,83.4,172,0,2000s,1
SpaceX,USA,2009,Satellite,Success,109.5,43,0,2000s,1
SpaceX,USA,2009,Rover,Success,5.0,188,0,2000s,1
SpaceX,USA,2010,Space Station,Success,92.0,149,0,2010s,1
SpaceX,USA,2010,Flyby,Success,868.9,229,0,2010s,1
SpaceX,USA,2011,Space Station,Success,44.4,44,0,2010s,1
SpaceX,USA,2012,Lander,Success,56.2,95,0,2010s,1
SpaceX,USA,2012,Telescope,Failure,409.0,65,0,2010s,0
SpaceX,USA,2012,Lander,Success,505.6,90,0,2010s,1
SpaceX,USA,2013,Satellite,Success,83.7,186,0,2010s,1
SpaceX,USA,2013,Crewed,Success,47.0,39,0,2010s,1
SpaceX,USA,2013,Crewed,Success,208.7,409,2,2010s,1
SpaceX,USA,2014,Crewed,Failure,62.2,11,0,2010s,0
SpaceX,USA,2015,Rover,Success,312.5,64,2,2010s,1
SpaceX,USA,2016,Probe,Success,155.7,128,0,2010s,1
SpaceX,USA,2016,Rover,Success,296.4,26,6,2010s,1
SpaceX,USA,2016,Telescope,Success,209.0,300,4,2010s,1
SpaceX,USA,2016,Rover,Success,21.2,219,0,2010s,1
SpaceX,USA,2016,Satellite,Success,309.6,33,0,2010s,1
SpaceX,USA,2017,Probe,Success,31.5,229,0,2010s,1
SpaceX,USA,2017,Probe,Success,264.7,318,0,2010s,1
SpaceX,USA,2017,Rover,Success,166.8,214,0,2010s,1
SpaceX,USA,2017,Lander,Success,17.9,94,2,2010s,1
SpaceX,USA,2018,Telescope,Failure,149.7,56,0,2010s,0
SpaceX,USA,2019,Probe,Success,558.1,82,0,2010s,1
SpaceX,USA,2019,Probe,Success,87.2,381,0,2010s,1
SpaceX,USA,2019,Satellite,Success,608.9,51,0,2010s,1
SpaceX,USA,2019,Probe,Success,80.5,98,0,2010s,1
SpaceX,USA,2020,Satellite,Success,209.2,129,0,2020s,1
SpaceX,USA,2020,Flyby,Success,85.7,456,0,2020s,1
SpaceX,USA,2020,Satellite,Success,81.4,44,0,2020s,1
SpaceX,USA,2021,Lander,Success,396.4,101,0,2020s,1
SpaceX,USA,2021,Satellite,Success,70.5,174,0,2020s,1
SpaceX,USA,2021,Satellite,Success,775.9,47,0,2020s,1
SpaceX,USA,2021,Satellite,Success,74.6,291,0,2020s,1
SpaceX,USA,2022,Probe,Success,674.3,118,7,2020s,1
SpaceX,USA,2022,Satellite,Success,116.0,872,2,2020s,1
SpaceX,USA,2022,Lander,Success,63.6,1,0,2020s,1
SpaceX,USA,2022,Rover,Success,61.7,316,0,2020s,1
SpaceX,USA,2022,Satellite,Success,39.9,12,0,2020s,1
SpaceX,USA,2023,Space Station,Success,101.9,72,0,2020s,1
SpaceX,USA,2023,Satellite,Failure,53.0,63,0,2020s,0
SpaceX,USA,2023,Rover,Success,19.6,181,0,2020s,1
JAXA,Japan,1969,Satellite,Partial Success,258.3,141,0,1960s,0
JAXA,Japan,1970,Rover,Success,5.0,129,0,1970s,1
JAXA,Japan,1970,Space Station,Partial Success,256.9,394,0,1970s,0
JAXA,Japan,1971,Crewed,Success,118.0,31,0,1970s,1
JAXA,Japan,1972,Probe,Success,238.8,242,0,1970s,1
JAXA,Japan,1973,Satellite,Success,71.1,96,0,1970s,1
JAXA,Japan,1974,Satellite,Success,74.7,531,0,1970s,1
JAXA,Japan,1974,Satellite,Failure,596.5,86,0,1970s,0
JAXA,Japan,1974,Telescope,Success,32.0,28,4,1970s,1
JAXA,Japan,1975,Satellite,Success,151.4,79,0,1970s,1
JAXA,Japan,1975,Rover,Success,72.2,25,0,1970s,1
JAXA,Japan,1975,Satellite,Success,154.4,165,0,1970s,1
JAXA,Japan,1975,Rover,Success,34.2,113,2,1970s,1
JAXA,Japan,1976,Space Station,Success,63.0,207,0,1970s,1
JAXA,Japan,1977,Telescope,Success,41.3,88,0,1970s,1
JAXA,Japan,1978,Satellite,Success,362.6,1,0,1970s,1
JAXA,Japan,1979,Flyby,Success,26.5,607,0,1970s,1
JAXA,Japan,1980,Satellite,Success,27.3,446,0,1980s,1
JAXA,Japan,1980,Lander,Success,62.1,546,0,1980s,1
JAXA,Japan,1980,Space Station,Success,7.6,53,0,1980s,1
JAXA,Japan,1981,Crewed,Failure,62.8,586,0,1980s,0
JAXA,Japan,1982,Probe,Failure,215.4,300,0,1980s,0
JAXA,Japan,1983,Flyby,Failure,146.4,243,2,1980s,0
JAXA,Japan,1983,Crewed,Failure,7.9,92,0,1980s,0
JAXA,Japan,1984,Satellite,Success,207.6,142,0,1980s,1
JAXA,Japan,1984,Lander,Success,98.8,43,6,1980s,1
JAXA,Japan,1985,Probe,Failure,184.3,52,0,1980s,0
JAXA,Japan,1985,Satellite,Success,5.0,7,6,1980s,1
JAXA,Japan,1985,Telescope,Success,274.0,143,0,1980s,1
JAXA,Japan,1986,Telescope,Success,10.6,409,0,1980s,1
JAXA,Japan,1986,Rover,Success,136.4,90,0,1980s,1
JAXA,Japan,1986,Satellite,Failure,305.6,16,0,1980s,0
JAXA,Japan,1986,Satellite,Failure,84.4,32,0,1980s,0
JAXA,Japan,1986,Telescope,Success,32.8,42,0,1980s,1
JAXA,Japan,1987,Telescope,Failure,85.7,550,0,1980s,0
JAXA,Japan,1988,Lander,Success,19.4,64,0,1980s,1
JAXA,Japan,1988,Telescope,Success,27.3,85,0,1980s,1
JAXA,Japan,1989,Telescope,Success,138.4,121,0,1980s,1
JAXA,Japan,1989,Probe,Success,33.0,294,0,1980s,1
JAXA,Japan,1989,Crewed,Success,161.1,103,0,1980s,1
JAXA,Japan,1989,Satellite,Success,405.2,460,0,1980s,1
JAXA,Japan,1989,Lander,Success,5.6,115,0,1980s,1
JAXA,Japan,1990,Lander,Success,99.5,16,6,1990s,1
JAXA,Japan,1991,Crewed,Success,11.7,20,2,1990s,1
JAXA,Japan,1991,Satellite,Success,105.5,263,0,1990s,1
JAXA,Japan,1992,Satellite,Success,269.5,22,0,1990s,1
JAXA,Japan,1993,Satellite,Success,89.4,155,0,1990s,1
JAXA,Japan,1993,Satellite,Success,16.9,82,0,1990s,1
JAXA,Japan,1994,Probe,Success,98.7,255,0,1990s,1
JAXA,Japan,1994,Flyby,Success,8.7,119,4,1990s,1
JAXA,Japan,1994,Probe,Success,43.1,75,2,1990s,1
JAXA,Japan,1994,Probe,Success,15.7,2,6,1990s,1
JAXA,Japan,1994,Telescope,Success,12.5,206,4,1990s,1
JAXA,Japan,1994,Satellite,Success,130.7,261,0,1990s,1
JAXA,Japan,1995,Satellite,Success,359.2,257,0,1990s,1
JAXA,Japan,1995,Satellite,Success,211.9,115,0,1990s,1
JAXA,Japan,1995,Satellite,Success,59.2,113,0,1990s,1
JAXA,Japan,1995,Satellite,Partial Success,21.0,40,0,1990s,0
JAXA,Japan,1996,Crewed,Success,254.5,389,0,1990s,1
JAXA,Japan,1996,Flyby,Success,73.6,318,0,1990s,1
JAXA,Japan,1997,Satellite,Partial Success,60.6,217,0,1990s,0
JAXA,Japan,1997,Satellite,Partial Success,239.9,241,0,1990s,0
JAXA,Japan,1997,Satellite,Success,54.5,732,0,1990s,1
JAXA,Japan,1997,Flyby,Success,71.0,291,0,1990s,1
JAXA,Japan,1998,Satellite,Partial Success,59.2,254,0,1990s,0
JAXA,Japan,1999,Satellite,Success,53.5,115,0,1990s,1
JAXA,Japan,1999,Crewed,Success,8.9,157,2,1990s,1
JAXA,Japan,2000,Crewed,Success,105.4,1,0,2000s,1
JAXA,Japan,2000,Satellite,Success,68.9,695,0,2000s,1
JAXA,Japan,2000,Space Station,Success,189.5,157,0,2000s,1
JAXA,Japan,2001,Space Station,Success,98.3,12,0,2000s,1
JAXA,Japan,2001,Space Station,Success,34.2,315,0,2000s,1
JAXA,Japan,2001,Flyby,Success,107.8,61,0,2000s,1
JAXA,Japan,2001,Satellite,Success,32.1,24,0,2000s,1
JAXA,Japan,2001,Probe,Success,38.7,32,0,2000s,1
JAXA,Japan,2002,Probe,Success,185.5,741,0,2000s,1
JAXA,Japan,2002,Lander,Success,49.7,36,0,2000s,1
JAXA,Japan,2002,Lander,Success,21.7,113,0,2000s,1
JAXA,Japan,2002,Satellite,Success,229.5,1,0,2000s,1
JAXA,Japan,2003,Space Station,Success,61.4,171,4,2000s,1
JAXA,Japan,2003,Probe,Failure,90.4,58,6,2000s,0
